id,Variant Inventory Qty,year,Image Src,Body (HTML),Type,Title,author,Vendor,Handle,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
879,12,2002,http://images.amazon.com/images/P/1573229571.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Nick Hornby</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Literary Fiction,About a Boy (Movie Tie-In),Nick Hornby,Riverhead Books,about-a-boy-movie-tie-in-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
880,10,2000,http://images.amazon.com/images/P/0345418778.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Douglas Adams</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Biographies and Autobiographies,Mostly Harmless,Douglas Adams,Ballantine Books,mostly-harmless,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
881,8,1998,http://images.amazon.com/images/P/0517201658.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Colleen McCullough</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Memoir,The Thorn Birds (Modern Classics),Colleen McCullough,Wings,the-thorn-birds-modern-classics-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
882,10,2001,http://images.amazon.com/images/P/0743211383.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Stephen King</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Biographies and Autobiographies,Dreamcatcher,Stephen King,Scribner,dreamcatcher,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
883,11,1998,http://images.amazon.com/images/P/039914370X.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Robert B. Parker</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Short Stories,Sudden Mischief (Spenser Mysteries (Hardcover)),Robert B. Parker,Putnam Pub Group,sudden-mischief-spenser-mysteries-hardcover-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
884,13,1999,http://images.amazon.com/images/P/1884777805.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Andrew L. Johnson</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Historical Fiction,Elements of Programming With Perl,Andrew L. Johnson,Manning Publications,elements-of-programming-with-perl,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
885,8,2002,http://images.amazon.com/images/P/0312977905.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Marian Babson</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Action and Adventure,To Catch a Cat,Marian Babson,St. Martin's Minotaur,to-catch-a-cat,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
886,14,1992,http://images.amazon.com/images/P/0812521331.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: W. Michael Gear</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Comic Book or Graphic Novel,People of the Wolf (The First North Americans series; Book 1),W. Michael Gear,Tor Books,people-of-the-wolf-the-first-north-americans-series-book-1-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
887,5,2002,http://images.amazon.com/images/P/0451205421.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Dean R. Koontz</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Cookbooks,The Door to December,Dean R. Koontz,Signet Book,the-door-to-december,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
888,7,1999,http://images.amazon.com/images/P/0894342789.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Paul Phifer</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Self-Help,College Majors and Careers: A Resource Guide for Effective Life Planning (College Majors and Careers),Paul Phifer,Ferguson Publishing Company,college-majors-and-careers-a-resource-guide-for-effective-life-planning-college-majors-and-careers-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
889,12,1997,http://images.amazon.com/images/P/0440218535.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Peter Hoeg</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Self-Help,Smilla's Sense of Snow,Peter Hoeg,Island,smilla-s-sense-of-snow,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
890,15,1988,http://images.amazon.com/images/P/0449207595.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Erma Bombeck</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Literary Fiction,The Grass Is Always Greener over the Septic Tank,Erma Bombeck,Fawcett Books,the-grass-is-always-greener-over-the-septic-tank,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
891,10,1996,http://images.amazon.com/images/P/8806142267.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Roberto Vecchioni</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",History,Viaggi del tempo immobile (I coralli),Roberto Vecchioni,Einaudi,viaggi-del-tempo-immobile-i-coralli-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
892,4,1992,http://images.amazon.com/images/P/0670844594.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: John Mortimer</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Memoir,Rumpole on Trial,John Mortimer,Penguin USA,rumpole-on-trial,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
893,15,1989,http://images.amazon.com/images/P/039457513X.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: E. L. Doctorow</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Science Fiction,Billy Bathgate,E. L. Doctorow,Random House,billy-bathgate,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
894,2,1989,http://images.amazon.com/images/P/0394559487.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Simon Schama</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Horror,Citizens: A Chronicle of the French Revolution,Simon Schama,Random House Inc,citizens-a-chronicle-of-the-french-revolution,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
895,19,1970,http://images.amazon.com/images/P/0804001944.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Frank Waters</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Detective and Mystery,The Man Who Killed the Deer,Frank Waters,Ohio University Press,the-man-who-killed-the-deer,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
896,16,1998,http://images.amazon.com/images/P/0590897985.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Karen Hesse</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Romance,The Music of Dolphins (Apple Signature Edition),Karen Hesse,Hyperion Books for Children,the-music-of-dolphins-apple-signature-edition-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
897,20,2001,http://images.amazon.com/images/P/0689832877.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Kenneth Oppel</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Biographies and Autobiographies,Sunwing (Aladdin Fantasy),Kenneth Oppel,Aladdin,sunwing-aladdin-fantasy-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
898,10,1999,http://images.amazon.com/images/P/0689829698.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Carol Ryrie Brink</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Comic Book or Graphic Novel,Caddie Woodlawn - Newbery Promo '99 (Aladdin Fiction),Carol Ryrie Brink,Aladdin,caddie-woodlawn-newbery-promo-99-aladdin-fiction-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
899,6,1998,http://images.amazon.com/images/P/0439042917.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: K. A. Applegate</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Romance,The Hork-Bajir Chronicles (Animorphs Series),K. A. Applegate,Scholastic,the-hork-bajir-chronicles-animorphs-series-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
900,7,2000,http://images.amazon.com/images/P/0064409457.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: C. S. Lewis</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Classics,The Silver Chair (full color) (Narnia),C. S. Lewis,HarperTrophy,the-silver-chair-full-color-narnia-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
901,20,1994,http://images.amazon.com/images/P/0064405052.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: C. S. Lewis</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Women's Fiction,The Magician's Nephew (Narnia),C. S. Lewis,HarperTrophy,the-magician-s-nephew-narnia-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
902,12,2001,http://images.amazon.com/images/P/043922165X.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Shelly R. Roberts</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Biographies and Autobiographies,Circles in the Stream (Avalon: Web of Magic; 1),Shelly R. Roberts,Scholastic,circles-in-the-stream-avalon-web-of-magic-1-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
903,6,2001,http://images.amazon.com/images/P/0152162445.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Diane Duane</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Romance,High Wizardry: The Third Book in the Young Wizards Series,Diane Duane,Magic Carpet Books,high-wizardry-the-third-book-in-the-young-wizards-series,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
904,20,2001,http://images.amazon.com/images/P/0152162577.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Diane Duane</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Romance,Deep Wizardry: The Second Book in the Young Wizards Series,Diane Duane,Magic Carpet Books,deep-wizardry-the-second-book-in-the-young-wizards-series,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
905,9,2001,http://images.amazon.com/images/P/015216250X.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Diane Duane</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Essays,So You Want to Be a Wizard: The First Book in the Young Wizards Series,Diane Duane,Magic Carpet Books,so-you-want-to-be-a-wizard-the-first-book-in-the-young-wizards-series,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
906,13,1999,http://images.amazon.com/images/P/1562477528.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Carolee Brockmann</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Cookbooks,Going for Great (Ag Fiction (American Girl)),Carolee Brockmann,Pleasant Company Publications,going-for-great-ag-fiction-american-girl-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
907,20,2001,http://images.amazon.com/images/P/0439221676.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Rachel Roberts</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Essays,All That Glitters (Avalon; 2),Rachel Roberts,Scholastic,all-that-glitters-avalon-2-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
908,7,2001,http://images.amazon.com/images/P/0439221684.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Rachel Roberts</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Comic Book or Graphic Novel,Cry of the Wolf (Avalon; 3),Rachel Roberts,Scholastic,cry-of-the-wolf-avalon-3-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
909,2,2000,http://images.amazon.com/images/P/0439221714.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Rachel Roberts</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Self-Help,The Secret of the Unicorn (Avalon Web of Magic; 4),Rachel Roberts,Scholastic Paperbacks,the-secret-of-the-unicorn-avalon-web-of-magic-4-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
910,11,2002,http://images.amazon.com/images/P/0439221706.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Rachel Roberts</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Classics,Avalon: Web Of Magic #5: Spellsinger,Rachel Roberts,Scholastic Paperbacks,avalon-web-of-magic-5-spellsinger,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
911,7,2002,http://images.amazon.com/images/P/0439221730.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Rachel Roberts</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Essays,Trial by Fire,Rachel Roberts,Scholastic Paperbacks,trial-by-fire,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
912,5,2000,http://images.amazon.com/images/P/0440415993.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Lensey Namioka</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Cookbooks,Ties That Bind; Ties That Break (Laurel-Leaf Books),Lensey Namioka,Laurel-Leaf Books,ties-that-bind-ties-that-break-laurel-leaf-books-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
913,10,1998,http://images.amazon.com/images/P/0895872102.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Jackie Eileen Behrend</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Classics,The Hauntings of Williamsburg; Yorktown; and Jamestown,Jackie Eileen Behrend,John F. Blair Publisher,the-hauntings-of-williamsburg-yorktown-and-jamestown,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
914,9,2001,http://images.amazon.com/images/P/068983585X.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Andrew Clements</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Historical Fiction,The Janitor's Boy,Andrew Clements,Aladdin,the-janitor-s-boy,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
915,5,1995,http://images.amazon.com/images/P/0345391802.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Douglas Adams</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Cookbooks,The Hitchhiker's Guide to the Galaxy,Douglas Adams,Ballantine Books,the-hitchhiker-s-guide-to-the-galaxy,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
916,13,1994,http://images.amazon.com/images/P/0440219078.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: LOIS LOWRY</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Essays,The Giver (21st Century Reference),LOIS LOWRY,Laure Leaf,the-giver-21st-century-reference-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
917,13,2003,http://images.amazon.com/images/P/185424597X.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Paul Hattaway</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",True Crime,The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,Paul Hattaway,Monarch Books,the-heavenly-man-the-remarkable-true-story-of-chinese-christian-brother-yun,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
918,8,2001,http://images.amazon.com/images/P/2080105434.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Alain Stella</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",True Crime,The Little Book of Chocolate (Little Book Of...(Flammarion)),Alain Stella,Flammarion,the-little-book-of-chocolate-little-book-of-flammarion-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
919,14,1993,http://images.amazon.com/images/P/349913358X.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Milena Moser</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",True Crime,Das Schlampenbuch. ErzÃ?ÃÂ¤hlungen. ( neue frau).,Milena Moser,Rowohlt Tb.,das-schlampenbuch-erzã-ã-â-hlungen-neue-frau-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
920,3,1974,http://images.amazon.com/images/P/3257201761.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Patricia Highsmith</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Horror,Die zwei Gesichter des Januars.,Patricia Highsmith,Diogenes Verlag,die-zwei-gesichter-des-januars-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
921,20,1994,http://images.amazon.com/images/P/3404121686.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Ken Follett</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Action and Adventure,Nacht Ã?ÃÂ¼ber den Wassern.,Ken Follett,LÃ?ÃÂ¼bbe,nacht-ã-ã-â¼ber-den-wassern-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
922,18,1992,http://images.amazon.com/images/P/3404118960.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Ken Follett</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Short Stories,Die SÃ?ÃÂ¤ulen der Erde. Roman.,Ken Follett,LÃ?ÃÂ¼bbe,die-sã-ã-â-ulen-der-erde-roman-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
923,12,1990,http://images.amazon.com/images/P/0345356578.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Stephen Donaldson</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Self-Help,A Man Rides Through (Man Rides Through),Stephen Donaldson,Del Rey Books,a-man-rides-through-man-rides-through-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
924,13,1987,http://images.amazon.com/images/P/0345346971.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: STEPHEN R. DONALDSON</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Suspense and Thrillers,Mirror of Her Dreams (Mordant's Need),STEPHEN R. DONALDSON,Del Rey,mirror-of-her-dreams-mordant-s-need-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
925,9,0,http://images.amazon.com/images/P/0753804700.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Bernhard Schlink</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Horror,Reader,Bernhard Schlink,Phoenix Books,reader,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
926,9,2004,http://images.amazon.com/images/P/0451155750.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Stephen King</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Biographies and Autobiographies,The Dead Zone,Stephen King,Signet Book,the-dead-zone,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
927,20,2002,http://images.amazon.com/images/P/0786890436.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Ellen Rimbauer</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Classics,The Diary of Ellen Rimbauer: My Life at Rose Red,Ellen Rimbauer,Hyperion Press,the-diary-of-ellen-rimbauer-my-life-at-rose-red,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
928,2,2000,http://images.amazon.com/images/P/0415928087.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Todd Herzog</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Poetry,A New Germany in a New Europe,Todd Herzog,Routledge,a-new-germany-in-a-new-europe,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
929,3,1992,http://images.amazon.com/images/P/0521427150.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: John Borneman</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Fantasy,Belonging in the Two Berlins : Kin; State; Nation (Cambridge Studies in Social and Cultural Anthropology),John Borneman,Cambridge University Press,belonging-in-the-two-berlins-kin-state-nation-cambridge-studies-in-social-and-cultural-anthropology-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
930,15,1993,http://images.amazon.com/images/P/0812923278.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: ROBERT S. MCELVAINE</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Suspense and Thrillers,The Great Depression : America 1929-1941,ROBERT S. MCELVAINE,Three Rivers Press,the-great-depression-america-1929-1941,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
931,2,1989,http://images.amazon.com/images/P/0884111342.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Bram Stoker</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Essays,Lady of the Shroud,Bram Stoker,Amereon Limited,lady-of-the-shroud,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
932,18,2000,http://images.amazon.com/images/P/0345428544.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Michael A. Stackpole</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Self-Help,Dark Tide I: Onslaught (Star Wars: The New Jedi Order; Book 2),Michael A. Stackpole,Del Rey Books,dark-tide-i-onslaught-star-wars-the-new-jedi-order-book-2-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
