Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
the-mothman-prophecies,The Mothman Prophecies,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: John A. Keel</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Tor Books,,Biographies and Autobiographies,"",true,Title,Default Title,,,,,,0.0,,5,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0765341972.01.LZZZZZZZ.jpg?v=1699762034,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
whisper-to-me-of-love,Whisper to Me of Love,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Shirlee Busbee</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Harper Mass Market Paperbacks,,Science Fiction,"",true,Title,Default Title,,,,,,0.0,,4,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0380752115.01.LZZZZZZZ.gif?v=1699762031,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
lord-of-the-silent-a-novel-of-suspense,Lord of the Silent: A Novel of Suspense,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Elizabeth Peters</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Avon,,Fantasy,"",true,Title,Default Title,,,,,,0.0,,3,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0380817144.01.LZZZZZZZ.jpg?v=1699762030,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
magic-house-of-numbers,Magic House of Numbers.,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Irving. Adler</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Harpercollins Library,,Historical Fiction,"",true,Title,Default Title,,,,,,0.0,,11,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0381999866.01.LZZZZZZZ.gif?v=1699762028,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
christmas-a-holiday-treasury,Christmas : A Holiday Treasury,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Della Rowland</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Andrews McMeel Publishing,,Cookbooks,"",true,Title,Default Title,,,,,,0.0,,6,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0836230868.01.LZZZZZZZ.jpg?v=1699762026,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
final-stand,Final Stand,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Helen Myers</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Mira,,Women's Fiction,"",true,Title,Default Title,,,,,,0.0,,8,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/1551668785.01.LZZZZZZZ.jpg?v=1699762024,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
blowtorch-psycho-com-bone-chillers-no-18,Blowtorch Psycho.Com (Bone Chillers; No 18),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Sherry Shahan</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Harpercollins Juvenile Books,,Poetry,"",true,Title,Default Title,,,,,,0.0,,17,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0061064505.01.LZZZZZZZ.jpg?v=1699762022,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-fractal-murders-pepper-keane-mysteries,The Fractal Murders (Pepper Keane Mysteries),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Mark Cohen</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Mysterious Press,,True Crime,"",true,Title,Default Title,,,,,,0.0,,3,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0892967994.01.LZZZZZZZ.jpg?v=1699762020,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hound-of-the-baskervilles-aladdin-classics,Hound of the Baskervilles (Aladdin Classics),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Sir Arthur Conan Doyle</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Aladdin,,Horror,"",true,Title,Default Title,,,,,,0.0,,15,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/068983571X.01.LZZZZZZZ.jpg?v=1699762018,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-secret-lives-of-girls-what-good-girls-really-do-sex-play-aggression-and-their-guilt,The Secret Lives of Girls: What Good Girls Really Do--Sex Play; Aggression; and Their Guilt,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Sharon Lamb</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Free Press,,Historical Fiction,"",true,Title,Default Title,,,,,,0.0,,9,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0743201078.01.LZZZZZZZ.jpg?v=1699762016,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
practice-makes-pregnant-manhattan-multiples-silhouette-special-edition-1569,Practice Makes Pregnant   Manhattan Multiples (Silhouette Special Edition; 1569),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Lois Faye Dyer</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Silhouette,,Classics,"",true,Title,Default Title,,,,,,0.0,,3,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0373245696.01.LZZZZZZZ.jpg?v=1699762014,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
jacob-marley-s-christmas-carol,Jacob Marley's Christmas Carol,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Tom Mula</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Adams Media Corp,,Suspense and Thrillers,"",true,Title,Default Title,,,,,,0.0,,2,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/1558505377.01.LZZZZZZZ.jpg?v=1699762012,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
der-fa-a-a-a-a-a-a-a-rst-der-finsternis-roman,Der FÃÂÃÂ?ÃÂÃÂÃÂÃÂ¼rst der Finsternis. Roman.,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Anne Rice</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Goldmann,,Horror,"",true,Title,Default Title,,,,,,0.0,,2,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/3442098424.01.LZZZZZZZ.jpg?v=1699762010,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
xanth-15-the-color-of-her-panties,Xanth 15: The Color of Her Panties,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Piers Anthony</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Eos,,Detective and Mystery,"",true,Title,Default Title,,,,,,0.0,,20,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0380759497.01.LZZZZZZZ.jpg?v=1699762008,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-penwyth-curse,The Penwyth Curse,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Catherine Coulter</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Jove Books,,Memoir,"",true,Title,Default Title,,,,,,0.0,,11,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0515134368.01.LZZZZZZZ.jpg?v=1699762006,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
murder-at-the-library-of-congress-capital-crimes-paperback,Murder at the Library of Congress (Capital Crimes (Paperback)),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Margaret Truman</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Fawcett Books,,Short Stories,"",true,Title,Default Title,,,,,,0.0,,19,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0449001954.01.LZZZZZZZ.jpg?v=1699762004,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
a-palette-for-murder-murder-she-wrote-murder-she-wrote-paperback,A Palette for Murder: Murder She Wrote (Murder She Wrote (Paperback)),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Jessica Fletcher</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Signet Book,,True Crime,"",true,Title,Default Title,,,,,,0.0,,11,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0451188209.01.LZZZZZZZ.jpg?v=1699762002,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
on-secret-service,On Secret Service,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: John Jakes</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Signet Book,,Romance,"",true,Title,Default Title,,,,,,0.0,,2,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0451204050.01.LZZZZZZZ.jpg?v=1699762000,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
tender-triumph-sonnet-books,Tender Triumph (Sonnet Books),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Judith McNaught</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Pocket,,Cookbooks,"",true,Title,Default Title,,,,,,0.0,,7,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0671742566.01.LZZZZZZZ.jpg?v=1699761998,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
moonlighting-148-great-ways-to-make-money-on-the-side,Moonlighting: 148 Great Ways to Make Money on the Side,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Carl Hausman</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Harpercollins,,Short Stories,"",true,Title,Default Title,,,,,,0.0,,14,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0380754851.01.LZZZZZZZ.gif?v=1699761996,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
poetics-of-the-new-american-poetry,Poetics of the New American Poetry,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Donald Merriam Allen</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Grove Press,,Essays,"",true,Title,Default Title,,,,,,0.0,,9,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0394178017.01.LZZZZZZZ.gif?v=1699761995,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
wall-street-s-picks-for-2000-an-insider-s-guide-to-the-year-s-best-stocks-amp-mutual-funds-wall-street-s-picks,Wall Street's Picks for 2000: An Insider's Guide to the Year's Best Stocks &amp; Mutual Funds (Wall Street's Picks),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Kirk Kazanjian</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Dearborn Financial Publishing,,Literary Fiction,"",true,Title,Default Title,,,,,,0.0,,18,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0793133955.01.LZZZZZZZ.jpg?v=1699761993,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-truth-about-texas-who-needs-to-brag-we-ve-got-the-facts,The Truth About Texas: Who Needs to Brag? We'Ve Got the Facts,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Anne Dingus</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Gulf Publishing Company,,Cookbooks,"",true,Title,Default Title,,,,,,0.0,,3,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0877192820.01.LZZZZZZZ.jpg?v=1699761991,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-way-things-ought-to-be,The Way Things Ought to Be,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Rush H.; III Limbaugh</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Pocket Books,,Literary Fiction,"",true,Title,Default Title,,,,,,0.0,,13,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/067175145X.01.LZZZZZZZ.gif?v=1699761989,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-mp3-and-internet-audio-handbook-your-guide-to-the-digital-music-revolution,The Mp3 and Internet Audio Handbook: Your Guide to the Digital Music Revolution,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Bruce Fries</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Teamcom Books,,History,"",true,Title,Default Title,,,,,,0.0,,4,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/1928791107.01.LZZZZZZZ.jpg?v=1699761987,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-internet-church,The Internet Church,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Walter P. Wilson</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",W Publishing Group,,Historical Fiction,"",true,Title,Default Title,,,,,,0.0,,15,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0849916399.01.LZZZZZZZ.jpg?v=1699761985,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
net-force,Net Force,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Tom Clancy</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Berkley Publishing Group,,Memoir,"",true,Title,Default Title,,,,,,0.0,,6,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0425161722.01.LZZZZZZZ.jpg?v=1699761984,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
thinking-on-paper,Thinking on paper,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: V. A Howard</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",W. Morrow,,Historical Fiction,"",true,Title,Default Title,,,,,,0.0,,4,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0688048730.01.LZZZZZZZ.gif?v=1699761982,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
non-manipulative-selling,Non-manipulative selling,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Anthony J Alessandra</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Reston Pub. Co,,History,"",true,Title,Default Title,,,,,,0.0,,5,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0835949362.01.LZZZZZZZ.gif?v=1699761980,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
how-to-make-1-000-a-minute-negotiating-salaries-and-raises,How to Make $1;000 a Minute: Negotiating Salaries and Raises,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Jack Chapman</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Ten Speed Pr,,Memoir,"",true,Title,Default Title,,,,,,0.0,,1,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0898151910.01.LZZZZZZZ.gif?v=1699761978,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
west-of-dodge-frontier-stories,West of Dodge: Frontier Stories,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Louis L'Amour</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Bantam,,Biographies and Autobiographies,"",true,Title,Default Title,,,,,,0.0,,4,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0553101439.01.LZZZZZZZ.gif?v=1699761976,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
twin-blessings-love-inspired-numbered,Twin Blessings (Love Inspired (Numbered)),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Carolyne Aarsen</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Steeple Hill,,Historical Fiction,"",true,Title,Default Title,,,,,,0.0,,15,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0373871562.01.LZZZZZZZ.jpg?v=1699761975,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
american-poetry-since-1970-up-late,American Poetry Since 1970: Up Late,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Andrei Codrescu</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Four Walls Eight Windows,,Cookbooks,"",true,Title,Default Title,,,,,,0.0,,11,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0941423042.01.LZZZZZZZ.gif?v=1699761973,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hidden-in-plain-view-a-secret-story-of-quilts-and-the-underground-railroad,Hidden in Plain View: A Secret Story of Quilts and the Underground Railroad,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Jacqueline L. Tobin</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Anchor Pub,,Cookbooks,"",true,Title,Default Title,,,,,,0.0,,18,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0385497679.01.LZZZZZZZ.jpg?v=1699761971,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
for-better-for-worse-a-novel,For Better; for Worse: A Novel,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Carole Matthews</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Avon Trade,,Horror,"",true,Title,Default Title,,,,,,0.0,,16,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0380820447.01.LZZZZZZZ.jpg?v=1699761969,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
a-minor-indiscretion-red-dress-ink-paperback,A Minor Indiscretion (Red Dress Ink (Paperback)),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Carol Matthews</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Red Dress Ink,,Classics,"",true,Title,Default Title,,,,,,0.0,,15,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0373250339.01.LZZZZZZZ.jpg?v=1699761967,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
half-moon-street-charlotte-amp-thomas-pitt-novels-paperback,Half Moon Street (Charlotte &amp; Thomas Pitt Novels (Paperback)),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Anne Perry</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Ballantine Books,,Cookbooks,"",true,Title,Default Title,,,,,,0.0,,5,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0449006557.01.LZZZZZZZ.jpg?v=1699761965,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-return-of-simple,The Return of Simple,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Langston Hughes</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Hill &amp; Wang,,History,"",true,Title,Default Title,,,,,,0.0,,11,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/080901582X.01.LZZZZZZZ.jpg?v=1699761963,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
dark-tide-i-onslaught-star-wars-the-new-jedi-order-book-2,Dark Tide I: Onslaught (Star Wars: The New Jedi Order; Book 2),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Michael A. Stackpole</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Del Rey Books,,Self-Help,"",true,Title,Default Title,,,,,,0.0,,18,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0345428544.01.LZZZZZZZ.jpg?v=1699761961,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
lady-of-the-shroud,Lady of the Shroud,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Bram Stoker</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Amereon Limited,,Essays,"",true,Title,Default Title,,,,,,0.0,,2,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0884111342.01.LZZZZZZZ.gif?v=1699761960,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-great-depression-america-1929-1941,The Great Depression : America 1929-1941,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: ROBERT S. MCELVAINE</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Three Rivers Press,,Suspense and Thrillers,"",true,Title,Default Title,,,,,,0.0,,15,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0812923278.01.LZZZZZZZ.jpg?v=1699761958,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
belonging-in-the-two-berlins-kin-state-nation-cambridge-studies-in-social-and-cultural-anthropology,Belonging in the Two Berlins : Kin; State; Nation (Cambridge Studies in Social and Cultural Anthropology),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: John Borneman</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Cambridge University Press,,Fantasy,"",true,Title,Default Title,,,,,,0.0,,3,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0521427150.01.LZZZZZZZ.jpg?v=1699761956,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
a-new-germany-in-a-new-europe,A New Germany in a New Europe,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Todd Herzog</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Routledge,,Poetry,"",true,Title,Default Title,,,,,,0.0,,2,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0415928087.01.LZZZZZZZ.jpg?v=1699761954,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mirror-of-her-dreams-mordant-s-need,Mirror of Her Dreams (Mordant's Need),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: STEPHEN R. DONALDSON</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Del Rey,,Suspense and Thrillers,"",true,Title,Default Title,,,,,,0.0,,13,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0345346971.01.LZZZZZZZ.jpg?v=1699761953,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
a-man-rides-through-man-rides-through,A Man Rides Through (Man Rides Through),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Stephen Donaldson</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Del Rey Books,,Self-Help,"",true,Title,Default Title,,,,,,0.0,,12,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0345356578.01.LZZZZZZZ.jpg?v=1699761951,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
die-sa-a-a-a-a-a-ulen-der-erde-roman,Die SÃÂÃÂ?ÃÂÃÂÃÂÃÂ¤ulen der Erde. Roman.,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Ken Follett</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",LÃÂÃÂ?ÃÂÃÂÃÂÃÂ¼bbe,,Short Stories,"",true,Title,Default Title,,,,,,0.0,,18,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/3404118960.01.LZZZZZZZ.jpg?v=1699761949,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
nacht-a-a-a-a-a-a-a-a-ber-den-wassern,Nacht ÃÂÃÂ?ÃÂÃÂÃÂÃÂ¼ber den Wassern.,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Ken Follett</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",LÃÂÃÂ?ÃÂÃÂÃÂÃÂ¼bbe,,Action and Adventure,"",true,Title,Default Title,,,,,,0.0,,20,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/3404121686.01.LZZZZZZZ.jpg?v=1699761947,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
die-zwei-gesichter-des-januars,Die zwei Gesichter des Januars.,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Patricia Highsmith</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Diogenes Verlag,,Horror,"",true,Title,Default Title,,,,,,0.0,,3,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/3257201761.01.LZZZZZZZ.jpg?v=1699761945,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
das-schlampenbuch-erza-a-a-a-a-a-hlungen-neue-frau,Das Schlampenbuch. ErzÃÂÃÂ?ÃÂÃÂÃÂÃÂ¤hlungen. ( neue frau).,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Milena Moser</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Rowohlt Tb.,,True Crime,"",true,Title,Default Title,,,,,,0.0,,14,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/349913358X.01.LZZZZZZZ.jpg?v=1699761943,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
